{14.466005766341468,	3.44844567640936},
{11.798129078320535,	7.366332150094756},
{6.1948518278809,	4.428351235497278},
{15.343562740071906,	9.667414449367868},
{-0.3971964763662754,	-5.225136957745093},
{0.767284278542057,	2.081666941759792},
{14.219078232288734,	-6.690717067530613},
{-10.7595851222054,	-0.5707376509088888},
{-10.68470704233361,	-0.7663785836308961},
{-5.405947268170671,	0.24811062040379994},
{4.6084200304250835,	-6.451126382153866},
{18.89637119366798,	4.3370618421196845},
{18.018983302742765,	-1.161014685695342},
{-7.971321926532262,	25.441331428985965},
{6.769316655015068,	16.853639779982313},
{13.7695510025594,	25.291277494972086},
{5.88621978935582,	4.224641527238848},
{18.339332733306104,	-0.38485238490336116},
{11.881812044632149,	-3.3432826079304796},
{-1.8036248457502495,	6.797958898235926},
{-8.521904472437274,	22.647673379798245},
{4.049023462229222,	19.14422746520977},
{6.0817888099342525,	20.86391474687644},
{17.935900975692817,	16.322193363716146},
{17.407152529771523,	29.759231742120935},
{1.9092849724418208,	-1.254130223823985},
{-6.470068808340496,	2.5816370879940855},
{-11.538516424446964,	13.178063440388623},
{15.707412076774144,	11.20795280164998},
{9.205674485050036,	29.714047999387677},
{-10.354543731714678,	0.14580526891311862},
{9.288628059874771,	11.367135596802687},
{5.100353822823774,	23.385126831258027},
{6.8167008433477285,	18.263725757229214},
{-9.513346978784028,	0.6275218403610943},
{5.5748634874281,	-0.743964236466848},
{7.379019325830146,	12.43518281405462},
{2.4699542885809613,	0.17064460283625138},
{11.256491092126208,	16.494610470685764},
{7.1797822473061395,	2.832785320539216},
{1.9253906717018623,	28.84629981299883},
{-9.106830734278514,	25.663471514837855},
{7.07941292761846,	32.409354436591144},
{3.9883839157438494,	23.973472227334657},
{-10.763799595274818,	10.598907855154764},
{-10.430039988006225,	14.30848325006271},
{-13.517985075683338,	17.031136855630045},
{2.2530822954436616,	14.924183949863597},
{10.835225047027983,	11.247818886906046},
{-11.403731469061128,	22.606161411619034},
{11.20230033839827,	3.371564013247653},
{6.908629369904453,	10.259445642584357},
{-17.19569025080419,	9.304681993935095},
{1.7082825556799293,	24.239141697389154},
{14.600395844440932,	26.520980611727587},
{-3.708698732429337,	7.133149331244184},
{-16.501789140173113,	5.23841040177469},
{-4.680101825393216,	2.668812606400106},
{12.541888622130887,	16.749064293952024},
{9.320964782805447,	10.463556694252553},
{-0.468580102212119,	12.66820401425931},
{2.93283367025775,	4.346692895927781},
{2.392631246285145,	10.502090791917837},
{6.74348199651029,	8.414353768840016},
{-2.232270681519058,	17.27185957178517},
{10.488797292661094,	10.076847302750537},
{-8.35208855266611,	27.741015652224128},
{-10.49927135653181,	29.916890617036692},
{3.9726454560481272,	25.29748275840643},
{11.643881734015238,	8.959019612860637},
{-5.686647292077549,	7.919645347371077},
{-5.391628281755242,	7.136320459558096},
{1.8068558968226966,	27.096535652436923},
{18.657179943689712,	32.4876122485846},
{4.478161076994326,	16.083554898542825},
{10.19237519060415,	16.299629372325093},
{-1.4176551256449557,	15.035971098041195},
{14.746389507929589,	16.266040018168002},
{-3.0197028335045317,	21.200607917278152},
{-7.008186162142241,	26.49209006788391},
{2.181228241281101,	21.977481171847256},
{7.515525138137246,	22.831285528455084},
{-4.0006217117878435,	24.229764819973532},
{14.408830365676796,	16.76324597997825},
{12.21243313782858,	33.61103505022858},
{8.786875320796266,	22.589800492764596},
{-3.9383291243203935,	19.04127474252707},
{17.491864084004412,	10.212906041970452},
{11.91616064237044,	6.49441769177729},
{-2.327963411100182,	0.7512098293634963},
{15.881298480653413,	28.10024105365281},
{11.46685912368633,	23.663426120532886},
{9.729794500977427,	13.96055838087096},
{14.832441608129031,	9.253258345742285},
{12.839735785702484,	27.379301472588285},
{-4.513097015519971,	23.945361755013817},
{19.6098321144226,	31.186994514981897},
{-10.047466931530312,	6.257302230532552},
{14.575083626389159,	10.710024687954654},
{16.238970026381434,	24.917037473818187},
{-6.639710363398333,	-1.9861145786589915},
{-3.329578431372152,	19.100113607389964},
{20.600116094198476,	9.699289709195583},
{11.027581956648405,	17.53346120185256},
{0.2503893394711909,	2.818611432873425},
{2.7007899256425176,	24.306945970303662},
{9.797909559246456,	3.2401665160805067},
{22.51772983824008,	23.331355214089026},
{13.021185773336246,	9.550531929761028},
{9.938733127698399,	-0.9111007440403576},
{15.954677087408037,	16.3644404656079},
{2.613827140498568,	29.809487792153373},
{-0.6230206153253199,	1.407228222747591},
{-2.078232845457073,	5.427533218065307},
{7.711798853001241,	26.14883064665253},
{3.173006788566383,	29.920713628303307},
{14.103776420121253,	14.940624667120861},
{-2.7567664979516167,	11.455531248116138},
{-1.633323261087284,	12.984661321514693},
{13.44091241822903,	20.85156865274816},
{12.172229097433036,	7.355051580339737},
{4.1046123450165055,	24.940223508978235},
{1.27943110989683,	25.988140393640933},
{18.43153954356479,	6.764769392380558},
{17.231799878540723,	12.943554350852597},
{-2.6140279215549924,	9.471883563608216},
{2.1750690801623023,	17.311363142838747},
{23.499094053709275,	7.980796104996205},
{-7.930740597282288,	23.793924552759155},
{15.75182615346812,	23.49896216130647},
{-1.2938268462945892,	4.861770149229532},
{14.889368349548128,	24.12513894080731},
{6.032211047443724,	17.91268658400034},
{9.126221579097962,	9.19751957819522},
{3.092390785367872,	6.530201511529651},
{7.303371781430272,	20.91693450117794},
{-2.7002428125903855,	15.008923995486288},
{-2.1595648472752096,	3.5535969970310184},
{-0.5214292810819536,	3.0418525936189056},
{17.846628596607797,	24.57789987788138},
{-0.2719908912034974,	14.453132248417845},
{12.53929892339944,	9.720759800290214},
{15.990024498232437,	5.060154878984008},
{-8.476897862564474,	0.11576309867578871},
{9.214108289811065,	27.665372727376212},
{-7.535000797972959,	3.9949248213812005},
{4.746471965937289,	-2.295606961182248},
{18.20279149549538,	-0.8732383305657869},
{-0.2238282842210637,	6.042537880471372},
{-8.62798009991176,	16.2427190289934},
{19.360009630377604,	-4.677574728864723},
{-0.7626557902971633,	1.2492267038210265},
{-7.606911314993514,	-0.23631382037583748},
{-5.4180110085544975,	-1.4765787486763706},
{5.190355495311991,	17.233216172584285},
{6.9071028506293395,	1.0178884194353586},
{9.026695130887358,	12.031775543289143},
{4.89608921472999,	-7.072042855825266},
{12.98500746843688,	9.876184897473546},
{4.382531731965724,	13.314336005870217},
{-7.368020975165798,	-4.057871161899634},
{-2.7208536144497906,	11.403147391332741},
{7.156366851168098,	6.433624803459587},
{14.9203345078888,	5.618882996254101},
{6.748337176598241,	13.911439939942735},
{4.870718120197612,	5.1872628765750655},
{5.500544421839635,	19.053780740237087},
{14.710224259494819,	1.0171771869015132},
{12.855157702579223,	-4.572612057160015},
{2.4826126908814246,	8.550881337697884},
{2.395272706837602,	-0.04121979991170832},
{9.49531788011847,	15.53666265577208},
{11.958119957488172,	0.970824867964236},
{22.239307020929097,	10.185990927432382},
{-4.269402168568789,	0.7401586739858175},
{6.9851960686393255,	-1.5622323107241627},
{2.9353951153307705,	5.408839141794882},
{1.3165367752090589,	3.229359382349294},
{18.000383260515637,	22.850572444491956},
{16.883463716266306,	8.44050774359716},
{2.6618388477002455,	11.877306030926942},
{-0.8843591392764445,	-7.604760638217805},
{7.916684097177733,	-6.2583146818946815},
{3.5533767294177174,	-1.429105259974854},
{-5.120870911344948,	0.5218721494953655},
{18.438974447258598,	-5.175088089651268},
{7.3662136457817695,	16.784921079827956},
{-5.638247724946613,	1.2394394667516302},
{-0.40859835771064823,	6.049582483814568},
{23.764668736076068,	1.4805325483425733},
{21.595644961374855,	22.274562019556434},
{17.737365537872922,	13.380832352457375},
{-4.9213364223759335,	13.966818936130228},
{2.213637169716762,	25.61935488984156},
{-4.912981425628001,	0.9874790751137859},
{16.595895907439896,	3.0408033345500485},
{17.599333303897858,	9.83706682255998},
{10.854897060620683,	-1.573664077592312},
{2.0793511140487944,	-4.64320338492843},
{14.7854317677226,	11.242024903112988},
{12.910170308739986,	22.858796388332298},
{21.437631409122435,	14.677579642822145},
{-1.5729762376596526,	17.438704078595148},
{17.37693878672709,	11.073247494047376},
{4.57492757406542,	23.109965304881662},
{9.166068132862467,	23.86559963557571},
{8.939533753037772,	0.17079191545399652},
{1.7743548690340063,	26.170201383602322},
{1.5073185249449885,	6.344240305348968},
{7.0324322584029915,	0.41691728727357713},
{24.96097365524242,	9.595020944493495},
{3.166071282470824,	24.490716290864714},
{25.124746669978666,	6.758141194837588},
{15.53641256876385,	16.4952730187763},
{26.467666227001555,	-3.2148087262637155},
{18.35140166359439,	18.096103783869015},
{4.464948811546584,	0.3705232868511068},
{-0.9709654537089101,	7.035604518790361},
{4.296127927417707,	24.872161892933942},
{17.2492194032685,	8.0998035678059},
{4.180596012440322,	2.7875584252438905},
{25.21894305414478,	18.706314844181048},
{24.51720549986685,	20.147719392320415},
{14.166812712281914,	-3.6644355164825235},
{26.494863371388565,	13.246871981049186},
{3.4617835884496095,	-4.780275530835944},
{3.258551864333903,	3.449261288214192},
{24.622162836981172,	12.235165730693677},
{21.289451403622877,	-6.601089127019883},
{18.60653878442887,	-0.8931351868651447},
{19.026943382146868,	13.476307768496877},
{6.822238570376719,	-1.8285833628701198},
{8.220371257858485,	0.05359855914419143},
{0.5784428835744109,	0.4146083811430188},
{5.0166910330156504,	1.4498549872398172},
{11.028526382629813,	7.683810409891116},
{9.357146389127585,	-0.8149032312930586},
{28.671636660574414,	8.976366342074577},
{15.068933689352697,	16.32093556890008},
{19.899309301938715,	-6.245217159260214},
{13.620431906286267,	-7.847841696123968},
{2.1202057558189864,	0.1462928478041512},
{28.989208443943213,	7.088232745363882},
{10.742113307830305,	11.262351382896725},
{28.780101601822597,	9.538496283496261},
{28.002079480346104,	19.16206259681985},
{19.179584141521655,	0.783743035547456},
{29.31243132259732,	5.6721052224302895},
{15.210127485896056,	4.936085942356286},
{4.536263882329617,	20.155480188752183},
{4.393275863180772,	18.472924438254324},
{11.664980350959748,	-0.4305060275793515},
{4.878106160510953,	0.2531266537665857},
{23.390945527902925,	15.75537746857734},
{21.58187401988501,	-4.270686402441488},
{12.233658287592988,	16.83007382092843},
{12.493010647624299,	2.450563143737231},
{1.8922950303479453,	16.619620053159583},
{27.210856755241256,	10.919252694612386},
{25.648542636080716,	4.195515570981286},
{26.443284883414318,	13.306566424180904},
{18.460007312515778,	-5.531121324512721},
{27.140313911198067,	10.250156715661042},
{21.483744462464973,	10.700304750059193},
{17.93851665918178,	12.001984468312308},
{20.764026592930218,	14.023295160921943},
{22.467112125813046,	6.719781704043047},
{13.000234807896014,	23.536246282152618},
{31.81098329984879,	12.006726170699118},
{12.088363685653867,	20.24318328067499},
{8.613492955973879,	-2.4605904978209914},
{13.544481004108803,	9.280235174545439},
{7.159147169849362,	6.007873590843289},
{27.07758390936127,	19.043155104929006},
{26.33847318029419,	-2.9244802858857675},
{9.850794931389093,	18.285946860008565},
{18.308858641268337,	19.380534448405385},
{10.755013982507137,	21.559452206277317},
{8.984494497162178,	1.1102180341752224},
{2.3794667470369824,	8.694019421878398},
{32.08383208031495,	20.043427353847505},
{26.231097894584735,	12.540121655947619},
{15.542423074387017,	28.841089630292313},
{29.180307085402962,	7.318217456011904},
{20.89082623327818,	1.5728584533144172},
{17.78029948112316,	6.598603526143506},
{23.956838989889555,	16.60946967622504},
{18.476108375880674,	5.426799660772957},
{8.699977064906257,	27.042600769212086},
{7.5869100238957685,	24.80607673234933},
{4.978233805531346,	19.72995595576713},
{14.913151444410502,	29.72338252917598},
{33.01783754448634,	5.502183360413202},
{31.638689040652153,	23.821149862093957},
{11.683774877709492,	19.46396668696905},
{6.022652277512989,	8.383312077239992},
{5.879174577849156,	28.60546072095375},
{1.25957320040321,	9.856687890285237},
{14.884863300754802,	11.271335020785482},
{25.079572412932535,	18.93545427493241},
{25.555222455352215,	1.0282466946594653},
{-0.14675572921901647,	31.7548926934078},
{6.384685367124142,	13.436807958106414},
{21.82506384238032,	-0.3577991487758361},
{25.955863540627707,	17.585164687091453},
{1.690101257879789,	5.517151328677297},
{29.787834485890297,	21.23808080366236},
{23.815362565705147,	6.923869972200425},
{24.833868276784713,	16.771447167271685},
{30.56340933330777,	9.218950576880399},
{24.218964905777025,	6.093117561670432},
{16.13764249585774,	12.259416333891828},
{23.29458387817469,	14.301548961231596},
{25.610425201643466,	15.115561388706173},
{27.061089964205035,	29.696617368530152},
{7.140715599273115,	27.844491314033107},
{12.939795916541442,	19.258365787189707},
{1.7940181856186328,	31.680136153949896},
{12.912157230397206,	29.416368201049107},
{1.7342578723306588,	21.66648735528102},
{22.058204617323984,	25.845051120983584},
{20.409304195048566,	6.541082016893899},
{2.1489845187844416,	8.239170159073876},
{6.558229488552609,	23.03965134304739},
{31.877640554275356,	14.532826929775656},
{19.502809670416433,	22.829508458755218},
{16.274388935939353,	1.114959095521126},
{7.102708869395876,	5.332083013693072},
{14.593186499179161,	15.693794911977026},
{28.59372534990567,	6.654933432921219},
{7.87141053735154,	11.57922227921975},
{32.571061050389204,	28.910556018705744},
{30.53387932832807,	18.81831285641845},
{24.91483547153079,	11.475554748016158},
{12.704180567708818,	13.702237199357548},
{24.928588304427553,	25.750265224811848},
{27.0706294896811,	14.815091801073379},
{16.536254919319056,	7.499402938888338},
{31.946935537472115,	25.827064351734997},
{7.067313509236424,	13.336274838028046},
{8.960635049436753,	6.131872452571557},
{36.04457548164177,	8.772847172319342},
{26.763498818750826,	1.8226602085042565},
{25.24196320845818,	29.731988460429744},
{26.157861085887536,	15.241839756577228},
{18.313858604155854,	2.8932661393366104},
{16.587087753132728,	3.8252776018432613},
{12.124760424883984,	25.3856609748015},
{10.442067255300408,	12.357118959153503},
{13.371956241927773,	16.36138099469442},
{8.476140862331729,	18.392578216046036},
{16.298973069550893,	17.68056337611},
{20.587772393037874,	17.95974163681431},
{6.572345179667437,	1.9898842582920118},
{14.139535715522623,	11.253155500591017},
{23.830859397136557,	19.490153124308687},
{36.338914676704505,	26.841673198548776},
{30.0778777593416,	7.864503584040843},
{10.679232117204933,	28.45877901865999},
{15.93415949946473,	14.701886707374268},
{8.627752611489935,	6.328083855741049},
{12.355539379572942,	14.144710477205066},
{12.265345060667435,	22.24053861595095},
{37.15866238837745,	8.533407803586655},
{8.477081467840662,	11.164679416894554},
{37.31937816429534,	6.666975264052862},
{21.833766769680828,	6.361770066662249},
{15.686682686104742,	24.699937615761343},
{36.3580493637004,	21.118986347611806},
{24.254716538856012,	14.738329381275566},
{19.285894384793316,	21.391615921069366},
{13.047054816354674,	15.276645642037849},
{14.679427921171452,	5.136032941576094},
{14.446775166653143,	27.40028552998708},
{25.093301288487552,	14.385963874883728},
{35.565313843318776,	9.454220869681137},
{30.595180851762724,	9.793856356792705},
{22.71877787814993,	26.786178555309032},
{36.29528566294257,	4.245274924023374},
{20.016933101755107,	-0.5286134173581729},
{9.279547004342188,	5.5517701927569725},
{20.90884209843046,	21.3066525259035},
{18.79916071316293,	8.405559190080872},
{37.32182268219353,	2.6661324720857422},
{38.16478594014439,	2.8059965729113543},
{38.99593709921446,	11.706808369500312},
{7.26776363344425,	5.441716834708554},
{6.796456247714129,	3.710919625799452},
{21.03091583919559,	24.36801646587445},
{11.907627791167698,	23.902311579938203},
{30.564303869930033,	11.786135604575612},
{15.87585569081104,	5.12802716001767},
{24.797704113084222,	24.344807746642832},
{24.364337229990525,	14.728042647746399},
{13.395240403633228,	12.32747187676981},
{27.54410681939825,	4.44676634773241},
{5.708981443413279,	27.82611375078557},
{7.760406327955192,	13.125821460929249},
{10.311322300799489,	3.0907520803644317},
{28.706825874057863,	9.602141103985907},
{30.81511048631179,	25.542198130916496},
{18.36780677823046,	12.887997443040966},
{22.09005193942446,	2.18646794667017},
{36.785258453825804,	3.1862114672520256},
{22.98738466054357,	-1.0565072092464156},
{29.03492793117555,	-1.785393891209381},
{5.285893426663289,	-4.779448152024983},
{29.167429131242415,	0.7941667542003685},
{34.05446924466553,	-7.711368627258949},
{34.409452007028264,	6.103392673699879},
{32.581142533999525,	12.913423094227753},
{21.165564802622484,	2.983888219241784},
{21.56214146013639,	-0.7094123012915183},
{22.10038930309461,	0.3260130848180829},
{14.100138174857083,	2.5108181218864907},
{30.677814418375085,	9.301428424525383},
{23.73047333694878,	20.832631657949623},
{32.654289948170224,	-0.6079331715941549},
{5.768274435851396,	3.1490644220518114},
{26.418035579581893,	16.533387853050048},
{24.708760998224506,	-1.8777617722209605},
{29.889616747142586,	3.2820888477100887},
{27.273154216839206,	-6.814864396877219},
{25.80541852661979,	2.6384674931560674},
{9.05489476762413,	16.614904372242645},
{13.999334114420023,	-5.066376266946865},
{14.570906639414034,	-10.27925798433981},
{35.148991042095616,	-0.4499128012996927},
{17.734766311839525,	-7.867441619662916},
{33.98335721236121,	-8.776826128603538},
{21.640614706347286,	19.84211250148696},
{29.300043830657785,	18.3291552384517},
{24.384996366355402,	22.490912136182676},
{27.969137276303407,	2.668856964339561},
{29.283357625025058,	8.004992195734655},
{15.110468073030141,	16.13407477061721},
{33.25008135578878,	8.629758432710272},
{32.11937508509129,	7.1462691924238655},
{28.613602739644065,	19.873693251283232},
{19.797875087338024,	-2.213851822521498},
{16.889781005181984,	-3.447564957869357},
{20.23483679124142,	14.12546774506972},
{23.98060072274398,	6.69854973307309},
{14.812772985266879,	8.719823253209544},
{32.26355039872185,	2.6053571489159992},
{24.66441101195746,	13.428430065366957},
{32.68691158307276,	-9.875034895234709},
{28.597006797339173,	-6.511929218429891},
{27.59889001305991,	-9.169991407984288},
{24.851380626543577,	7.7468074466398456},
{12.067943694652367,	6.233678160419441},
{29.512596427941844,	3.5275630621816383},
{7.661809068838053,	-7.678669988208338},
{34.042390347490894,	16.336775127494487},
{11.022729053835754,	-5.240768178610239},
{35.91353938293824,	19.293332137249585},
{10.037684870805858,	-11.584128229987396},
{30.198947799076535,	-4.648786008968671},
{29.573410728631377,	2.447566874986201},
{29.523034894355447,	-3.3307460270376907},
{31.867822206113875,	11.455257602347395},
{18.05892749715178,	6.402083028630287},
{31.214628032901064,	0.909114282501239},
{23.35551341920891,	-1.2013404042744398},
{12.66283271487622,	-2.6649587783060227},
{33.48932408862577,	-11.424147621683254},
{8.318633888349115,	15.784046177170204},
{17.67476861065425,	-3.3367987683184985},
{5.970040838717427,	0.7763389376892711},
{3.0966598425255825,	3.663690232703903},
{12.955578531093366,	15.771237507442795},
{13.60275935057242,	17.663407118614337},
{5.082723969386699,	12.063302979835143},
{10.761437739464792,	16.78422969274088},
{6.822998046327331,	17.79796243414239},
{7.929185590229643,	3.179222985210899},
{13.712055799290866,	5.480001543331657},
{16.40173773178375,	2.4194904363016327},
{31.13570295883711,	19.37987086718151},
{7.323720560848347,	7.150851652958927},
{14.703961374244042,	6.765959811424384},
{13.000982642599467,	-2.6211747775866456},
{28.670574569139124,	15.57397835024548},
{2.094750017601733,	17.64244960550402},
{26.656997359373392,	16.99200886561429},
{7.9437373775806,	14.987594958099631},
{24.03967949448599,	20.60126394847124},
{16.871583153457408,	18.191595269030056},
{13.471436964871948,	8.057137252677954},
{27.280627773597995,	-5.983916997352981},
{6.022068274577176,	-5.449045878596749},
{19.404223091923743,	24.83335798197907},
{31.561554335404498,	22.788064412661335},
{28.336971310068648,	0.47363860920915},
{7.931851679228561,	-1.6265788088704731},
{21.568541977845324,	15.316200267787895},
{9.095032102289135,	-6.147982372465666},
{20.633836222268865,	13.490555005566925},
